PROBLEM_NAME: RAP-NC-L_0504.txt
PROBLEM_TYPE: UB
NB_RESOURCES: 500
LINEAR_TERM: 220.861
BOUNDS SECTION: INDEX 	 UB 	 LINEAR_TERM
0 	 0.53126236 	 -0.7651295
1 	 1.0385489 	 -0.14400886
2 	 1.5202022 	  0.85371683
3 	 1.7551197 	 -0.94966338
4 	 2.2193043 	  0.30504559
5 	 2.6574198 	 -0.34536391
6 	 3.1580115 	 -0.32399869
7 	 3.9058507 	 -0.88296552
8 	 4.3316332 	 -0.47598565
9 	 4.9517826 	 -0.72011224
10 	 5.1052355 	  0.5627754
11 	 5.9635774 	  0.98552041
12 	 6.2600567 	 -0.94205275
13 	 6.7387984 	 -0.47812657
14 	 7.366396 	 -0.45704421
15 	 7.5670474 	  0.88768091
16 	 8.4058463 	  0.24673258
17 	 9.2380358 	 -0.87911394
18 	 9.7548316 	 -0.64899112
19 	 10.124714 	  0.28613756
20 	 10.630013 	 -0.45528093
21 	 10.857796 	  0.53779865
22 	 11.155181 	  0.3953673
23 	 11.79349 	 -0.91831142
24 	 12.100708 	 -0.16505814
25 	 12.61877 	 -0.71080524
26 	 13.192128 	  0.38689338
27 	 13.678339 	 -0.42938519
28 	 14.183105 	  0.3267656
29 	 14.625207 	 -0.1951528
30 	 15.250986 	  0.7812825
31 	 15.794177 	  0.9678571
32 	 15.971411 	  0.45781608
33 	 16.441603 	  0.34146778
34 	 16.993017 	  0.40241174
35 	 17.543811 	 -0.43680982
36 	 18.035377 	 -0.62687994
37 	 18.688301 	 -0.76259846
38 	 19.175279 	  0.66338596
39 	 19.568132 	 -0.95029395
40 	 20.095549 	  0.64646814
41 	 20.705705 	  0.51074278
42 	 21.179969 	  0.38847747
43 	 21.311355 	  0.35087402
44 	 21.773691 	  0.85801319
45 	 22.293889 	 -0.70088531
46 	 22.884719 	 -0.11039016
47 	 23.521691 	 -0.4529206
48 	 24.197069 	 -0.079317064
49 	 24.861902 	  0.10055218
50 	 25.366972 	 -0.13775538
51 	 25.986934 	  0.18620384
52 	 26.616229 	 -0.41669405
53 	 27.216769 	  0.28532617
54 	 27.652755 	  0.70071327
55 	 28.134147 	 -0.74296328
56 	 28.631544 	 -0.51801621
57 	 29.246143 	  0.86189318
58 	 29.740516 	  0.80988162
59 	 29.928483 	 -0.027150631
60 	 30.595744 	 -0.73321666
61 	 31.022271 	 -0.51540715
62 	 31.574957 	  0.18204497
63 	 31.944459 	 -0.65919813
64 	 32.310581 	 -0.27795228
65 	 32.75978 	  0.072572217
66 	 33.402863 	 -0.78759715
67 	 33.795783 	  0.85930531
68 	 34.39003 	 -0.13834657
69 	 35.117038 	  0.61235807
70 	 35.701501 	 -0.19809652
71 	 36.126995 	  0.32407818
72 	 36.564128 	  0.28128546
73 	 36.966749 	 -0.51758475
74 	 37.396171 	  0.37660633
75 	 37.874164 	  0.20923577
76 	 38.345917 	 -0.54579761
77 	 38.66256 	 -0.265617
78 	 39.222278 	  0.90774632
79 	 39.880527 	  0.6046534
80 	 40.597331 	 -0.2202639
81 	 40.948594 	 -0.80388003
82 	 41.509374 	  0.65894873
83 	 42.011785 	 -0.34171573
84 	 42.384566 	 -0.065684441
85 	 42.66199 	 -0.2053706
86 	 43.393374 	 -0.26664025
87 	 43.868746 	  0.47034032
88 	 44.407137 	  0.45693988
89 	 44.798143 	  0.13062456
90 	 45.106055 	 -0.29496335
91 	 45.535087 	  0.32877939
92 	 45.825904 	 -0.88907272
93 	 46.501924 	 -0.79670552
94 	 47.022147 	 -0.1335332
95 	 47.570788 	 -0.83618365
96 	 48.025473 	 -0.20732089
97 	 48.436106 	  0.47051862
98 	 48.834695 	 -0.21080088
99 	 49.041347 	  0.73877984
100 	 49.730573 	 -0.75791184
101 	 50.237494 	  0.30735497
102 	 50.639458 	 -0.8588455
103 	 51.045852 	  0.31026901
104 	 51.350589 	 -0.1790159
105 	 51.965269 	 -0.80382078
106 	 52.780719 	 -0.84883996
107 	 53.187988 	 -0.97415983
108 	 53.351033 	  0.18281306
109 	 54.076958 	  0.80963187
110 	 54.799399 	 -0.41788025
111 	 55.155641 	 -0.90583838
112 	 55.537944 	 -0.085554761
113 	 55.899991 	 -0.49857871
114 	 56.379502 	  0.95822435
115 	 56.957598 	  0.22338575
116 	 57.643736 	  0.5349184
117 	 58.331432 	  0.94776745
118 	 58.963608 	  0.082614025
119 	 59.593058 	 -0.30937158
120 	 59.899034 	  0.83814784
121 	 60.288314 	  0.75622284
122 	 60.515453 	  0.27815608
123 	 61.243491 	  0.79070169
124 	 61.719954 	  0.95550969
125 	 62.251121 	  0.46634397
126 	 63.017684 	 -0.018021989
127 	 63.475561 	  0.53194711
128 	 64.166606 	 -0.97412846
129 	 64.626 	  0.33119213
130 	 65.079161 	  0.2126003
131 	 65.51675 	 -0.18108689
132 	 65.936793 	 -0.66955959
