PROBLEM_NAME: RAP-NC-L_0607.txt
PROBLEM_TYPE: UB
NB_RESOURCES: 1000
LINEAR_TERM: 289.548
BOUNDS SECTION: INDEX 	 UB 	 LINEAR_TERM
0 	 0.41847321 	 -0.29635309
1 	 1.0164623 	  0.35755847
2 	 1.8466807 	 -0.45230706
3 	 2.4909291 	  0.1363089
4 	 2.8996583 	  0.036765443
5 	 3.261684 	  0.86695383
6 	 3.704012 	 -0.91621504
7 	 4.1959868 	  0.29147932
8 	 4.7740678 	 -0.20191515
9 	 5.1446435 	  0.40367622
10 	 5.9852597 	  0.99542481
11 	 6.7742141 	  0.29188676
12 	 7.243185 	 -0.087952306
13 	 7.7583749 	 -0.044330188
14 	 8.1895532 	  0.10700278
15 	 8.5639856 	 -0.036770588
16 	 8.7938856 	 -0.63693255
17 	 9.3649393 	 -0.66313306
18 	 10.002725 	  0.47011379
19 	 10.50289 	 -0.93793164
20 	 11.089906 	  0.083163652
21 	 11.644545 	  0.021701932
22 	 11.982637 	 -0.19516574
23 	 12.328075 	 -0.56014802
24 	 12.953 	 -0.32011818
25 	 13.224045 	  0.95853159
26 	 13.529362 	  0.59258139
27 	 14.014731 	 -0.70488316
28 	 14.520473 	 -0.66896756
29 	 14.826455 	 -0.70437835
30 	 15.243931 	  0.89572376
31 	 15.720014 	 -0.76235631
32 	 16.197172 	 -0.13480964
33 	 16.829253 	 -0.81542524
34 	 17.197287 	  0.13531484
35 	 17.946831 	  0.41843159
36 	 18.416614 	 -0.062534592
37 	 18.761233 	  0.10363074
38 	 19.454708 	  0.92652745
39 	 20.007761 	 -0.10264888
40 	 20.612586 	 -0.32294675
41 	 21.122194 	 -0.33488402
42 	 21.707879 	 -0.89797906
43 	 22.023278 	  0.42360387
44 	 22.365276 	  0.21705283
45 	 22.715748 	  0.42121498
46 	 23.245303 	  0.54141276
47 	 23.908106 	 -0.14651623
48 	 24.446637 	  0.68244941
49 	 25.190763 	  0.94098534
50 	 25.951879 	 -0.49939288
51 	 26.369262 	 -0.26286242
52 	 26.843559 	  0.4544676
53 	 27.184864 	  0.12498899
54 	 27.676168 	  0.47853151
55 	 28.397498 	  0.8546608
56 	 28.909171 	 -0.61097001
57 	 29.507672 	 -0.29344249
58 	 29.932462 	 -0.90863137
59 	 30.394395 	 -0.10853378
60 	 30.68661 	 -0.49517425
61 	 31.159963 	 -0.13756366
62 	 31.340967 	 -0.11564803
63 	 31.979749 	 -0.50902735
64 	 32.675748 	  0.71924901
65 	 33.138543 	 -0.52162355
66 	 33.664135 	  0.090856389
67 	 34.170019 	 -0.3321051
68 	 34.979123 	 -0.0074988171
69 	 35.272771 	 -0.85423021
70 	 35.768886 	 -0.41943847
71 	 36.132509 	  0.39345032
72 	 36.321459 	  0.9161039
73 	 36.728126 	 -0.35865125
74 	 37.235354 	 -0.37569703
75 	 37.790438 	 -0.93152079
76 	 38.197703 	  0.27166705
77 	 38.724881 	 -0.4847965
78 	 39.53993 	 -0.24119944
79 	 39.871921 	  0.94692892
80 	 40.355115 	 -0.15976266
81 	 40.582353 	  0.99181455
82 	 40.896591 	  0.36325797
83 	 41.310089 	 -0.42917483
84 	 41.665929 	  0.29911121
85 	 42.187209 	 -0.59899101
86 	 42.670621 	  0.74858513
87 	 43.36265 	  0.48408729
88 	 43.798649 	  0.85135199
89 	 44.451773 	 -0.48539183
90 	 45.038464 	 -0.48707465
91 	 45.452821 	  0.82391186
92 	 46.055921 	 -0.66080362
93 	 46.523066 	 -0.83778683
94 	 46.886732 	 -0.98788397
95 	 47.355979 	  0.55797635
96 	 47.838865 	 -0.90945912
97 	 48.419983 	  0.62223554
98 	 48.902388 	 -0.60149199
99 	 49.704327 	  0.77761796
100 	 50.221987 	 -0.58004305
101 	 50.551251 	 -0.42209928
102 	 51.290302 	 -0.21104488
103 	 51.867172 	 -0.19387658
104 	 52.131691 	  0.32512039
105 	 52.571974 	 -0.93216582
106 	 53.010619 	  0.16854483
107 	 53.665624 	  0.043601648
108 	 54.354661 	  0.86161658
109 	 54.801065 	 -0.22701644
110 	 55.351557 	  0.28488066
111 	 55.940678 	 -0.1643763
112 	 56.50925 	  0.85819863
113 	 56.90269 	  0.99079063
114 	 57.555156 	  0.53606715
115 	 58.22735 	  0.87943147
116 	 58.827439 	 -0.31222271
117 	 59.53262 	 -0.52583717
118 	 59.839373 	  0.7571733
119 	 60.210744 	 -0.74414433
120 	 60.35768 	  0.21009579
121 	 60.974032 	  0.26310574
122 	 61.230736 	 -0.40943634
123 	 61.736441 	  0.75636488
124 	 62.270581 	  0.32383145
125 	 62.942495 	 -0.21888763
126 	 63.732323 	  0.21510815
127 	 64.28819 	  0.5977137
128 	 64.848099 	  0.13303537
129 	 65.137509 	 -0.17771619
130 	 65.590035 	  0.31054227
131 	 66.100942 	  0.4065114
132 	 66.554999 	 -0.96122297
133 	 67.278918 	  0.040669314
134 	 67.708504 	 -0.76604486
135 	 68.212034 	  0.67116497
136 	 68.801852 	 -0.65581098
137 	 69.332608 	  0.96710498
138 	 69.940691 	  0.51183464
139 	 70.574004 	 -0.62536406
140 	 70.871548 	 -0.60088826
141 	 71.283985 	 -0.85527565
142 	 71.609503 	  0.19024324
143 	 72.123074 	 -0.45203365
