PROBLEM_NAME: RAP-NC-L_0900.txt
PROBLEM_TYPE: UB
NB_RESOURCES: 10000
LINEAR_TERM: 4857.01
BOUNDS SECTION: INDEX 	 UB 	 LINEAR_TERM
0 	 0.54879546 	  0.9793676
1 	 1.0785433 	 -0.030171051
2 	 1.5026924 	 -0.56186378
3 	 2.084225 	  0.26928153
4 	 2.6311219 	 -0.6889774
5 	 3.1291675 	  0.1384405
6 	 3.6027995 	  0.2811685
7 	 4.1373517 	 -0.91376661
8 	 4.7001371 	 -0.74490869
9 	 5.0852259 	 -0.44774953
10 	 5.7046962 	 -0.7381382
11 	 6.1394416 	 -0.9717629
12 	 6.5587773 	 -0.21792857
13 	 7.2374291 	  0.87888923
14 	 7.984639 	 -0.81837752
15 	 8.4367881 	 -0.67228013
16 	 9.0760615 	 -0.14583443
17 	 9.4456569 	  0.31892523
18 	 9.7759428 	  0.4527721
19 	 10.14975 	 -0.29845024
20 	 10.392449 	  0.23998489
21 	 10.845232 	  0.10845493
22 	 11.280663 	 -0.79159174
23 	 11.660856 	 -0.67511009
24 	 12.036246 	  0.96064547
25 	 12.560517 	  0.32320084
26 	 12.791645 	 -0.91315674
27 	 13.345987 	 -0.87033506
28 	 13.698694 	  0.80797271
29 	 14.302305 	  0.93866411
30 	 14.939807 	  0.023585106
31 	 15.279422 	  0.14186884
32 	 16.067388 	  0.40300794
33 	 16.299215 	 -0.35560299
34 	 16.936092 	  0.93701908
35 	 17.37518 	  0.90508572
36 	 17.852289 	  0.26389321
37 	 18.592975 	  0.72446852
38 	 19.035305 	  0.84688669
39 	 19.486859 	  0.19594778
40 	 19.980335 	  0.60279364
41 	 20.485219 	  0.73773455
42 	 21.094555 	  0.31747211
43 	 21.469316 	 -0.19347477
44 	 21.883418 	  0.88128715
45 	 22.720576 	  0.26012136
46 	 23.295597 	  0.041663165
47 	 23.785436 	  0.87846258
48 	 24.020771 	 -0.76049963
49 	 24.615909 	 -0.87824325
50 	 25.158829 	 -0.75638843
51 	 25.639814 	 -0.24270291
52 	 26.066295 	  0.48861672
53 	 26.590206 	 -0.85080369
54 	 27.13103 	 -0.5784582
55 	 27.656031 	 -0.36321658
56 	 27.84984 	  0.95946007
57 	 28.310858 	  0.0071904829
58 	 29.020962 	 -0.76071532
59 	 29.521686 	  0.97411059
60 	 29.994865 	 -0.62907274
61 	 30.390895 	 -0.0018338323
62 	 30.833026 	  0.15322422
63 	 31.301509 	  0.84319669
64 	 31.855395 	  0.34457305
65 	 32.296916 	  0.61838424
66 	 32.784847 	 -0.30392052
67 	 33.064149 	 -0.036055346
68 	 33.593083 	  0.9582492
69 	 34.298728 	 -0.58136187
70 	 34.837798 	  0.83150744
71 	 35.369008 	  0.76022879
72 	 35.916312 	  0.62988356
73 	 36.759524 	  0.25609424
74 	 37.231328 	 -0.59735669
75 	 37.688383 	  0.9912728
76 	 38.35932 	  0.57309692
77 	 38.790644 	  0.41402986
78 	 39.250757 	  0.2443279
79 	 39.615394 	 -0.6334942
80 	 40.047837 	  0.86615786
81 	 40.484378 	  0.9403263
82 	 40.955653 	 -0.22734702
83 	 41.27501 	 -0.83224182
84 	 41.63631 	  0.11481104
85 	 42.234398 	  0.67084344
86 	 42.730921 	 -0.63844974
87 	 43.439956 	  0.51486675
88 	 43.971947 	  0.20181752
89 	 44.212573 	  0.51274691
90 	 44.655796 	  0.1368978
91 	 45.209978 	 -0.51883873
92 	 45.503264 	 -0.14655413
93 	 45.7573 	 -0.50237651
94 	 46.425493 	 -0.62684618
95 	 46.888012 	  0.26364862
96 	 47.314081 	  0.64890736
97 	 47.992337 	 -0.67416565
98 	 48.433286 	 -0.9114829
99 	 49.07325 	 -0.43329762
100 	 49.849181 	 -0.9481316
101 	 50.246763 	  0.83941765
102 	 50.778119 	  0.36145005
103 	 50.949184 	  0.75166089
104 	 51.599286 	 -0.46424803
105 	 52.075189 	  0.0087839085
106 	 52.580782 	 -0.54805784
107 	 53.096708 	  0.8638097
108 	 53.233892 	  0.45970635
109 	 53.789258 	  0.80871635
110 	 54.27749 	 -0.38236932
111 	 54.72852 	  0.4146822
112 	 55.260396 	  0.39278087
113 	 55.570421 	  0.49600664
114 	 56.292941 	 -0.99086922
115 	 56.681497 	  0.85776335
116 	 57.092318 	  0.63079665
117 	 57.683653 	 -0.12165592
