PROBLEM_NAME: RAP-NC-L_0400.txt
PROBLEM_TYPE: UB
NB_RESOURCES: 200
LINEAR_TERM: -22.9119
BOUNDS SECTION: INDEX 	 UB 	 LINEAR_TERM
0 	 0.59961757 	 -0.23625404
1 	 1.2499609 	 -0.1201993
2 	 1.5905515 	  0.59398461
3 	 2.137845 	 -0.089630081
4 	 2.5709066 	  0.089785636
5 	 2.898115 	 -0.87488081
6 	 3.333541 	 -0.51195808
7 	 3.7786877 	 -0.62737369
8 	 4.375966 	  0.32291496
9 	 4.8671279 	  0.31290571
10 	 5.3338493 	 -0.81802061
11 	 5.5823098 	  0.21387249
12 	 6.2993811 	 -0.60654258
13 	 6.7141817 	  0.3741482
14 	 6.9953214 	  0.78953019
15 	 7.5299776 	  0.92517145
16 	 8.3727432 	  0.19979534
17 	 9.0537661 	 -0.71817331
18 	 9.5120104 	  0.42328407
19 	 10.124703 	 -0.18407753
20 	 10.621 	  0.82925204
21 	 10.989125 	  0.39332968
22 	 11.523241 	 -0.05053934
23 	 12.338078 	 -0.15015814
24 	 12.765965 	  0.36469582
25 	 13.123001 	  0.28396382
26 	 13.74233 	 -0.93169744
27 	 14.347149 	 -0.97009503
28 	 14.570635 	 -0.60897706
29 	 15.057851 	 -0.17202145
30 	 15.772433 	  0.27056965
31 	 16.329945 	  0.28417012
32 	 16.497054 	 -0.66019309
33 	 16.935692 	 -0.48251586
34 	 17.318482 	 -0.3311995
35 	 17.950595 	 -0.74012352
36 	 18.473242 	  0.39585349
37 	 19.13673 	  0.13868006
38 	 19.666407 	 -0.74749607
39 	 20.301651 	  0.52138489
40 	 20.755536 	 -0.4185627
41 	 21.527022 	 -0.5627449
42 	 22.234677 	 -0.91611131
43 	 22.962523 	 -0.88929416
44 	 23.251618 	 -0.99153522
45 	 23.452099 	 -0.41599185
46 	 24.245928 	 -0.48375659
47 	 24.794944 	 -0.56753211
48 	 25.191199 	  0.48784149
49 	 25.793226 	  0.45101056
50 	 26.289452 	 -0.50108655
51 	 26.819636 	 -0.23823805
52 	 27.057348 	 -0.92832954
53 	 27.797271 	 -0.96739618
54 	 28.372059 	 -0.69586439
55 	 28.995234 	  0.82219995
56 	 29.394864 	  0.73202888
57 	 29.85597 	  0.30586368
58 	 30.160231 	  0.68974551
59 	 30.764853 	  0.26494152
60 	 31.502612 	 -0.026114385
61 	 32.085614 	 -0.219571
62 	 32.62056 	  0.024560174
63 	 32.79614 	 -0.23898345
64 	 33.246479 	  0.36967062
65 	 33.743192 	  0.74455525
66 	 34.184605 	 -0.69342225
67 	 34.596398 	 -0.86396471
68 	 34.909678 	  0.96972898
69 	 35.300178 	 -0.42981239
70 	 35.729584 	  0.9649926
71 	 36.278891 	 -0.85838362
72 	 36.678516 	  0.65568322
73 	 37.027168 	 -0.58352494
74 	 37.462274 	 -0.87326304
75 	 37.987441 	  0.20423671
76 	 38.199783 	  0.97762756
77 	 38.64645 	  0.4811272
78 	 39.147872 	  0.79414741
79 	 39.724988 	  0.94728144
80 	 40.107889 	  0.85059697
81 	 40.62381 	  0.27319028
82 	 41.292172 	 -0.8413704
83 	 41.767084 	  0.020785816
84 	 42.26702 	  0.77826878
85 	 42.613566 	  0.047429064
86 	 43.191457 	  0.049744437
87 	 43.681056 	 -0.21472937
88 	 44.139993 	 -0.030684622
89 	 44.579797 	 -0.88269128
90 	 45.090088 	 -0.71476096
91 	 45.498277 	  0.82364189
92 	 45.995465 	 -0.33010471
93 	 46.535451 	 -0.98607878
94 	 47.01384 	  0.14481294
95 	 47.619395 	  0.0031123895
96 	 48.201742 	  0.40160279
97 	 48.464642 	 -0.45240136
98 	 48.929654 	  0.53603515
