PROBLEM_NAME: RAP-NC-L_0503.txt
PROBLEM_TYPE: UB
NB_RESOURCES: 500
LINEAR_TERM: -21.6743
BOUNDS SECTION: INDEX 	 UB 	 LINEAR_TERM
0 	 0.3625871 	 -0.41323512
1 	 0.78352124 	 -0.53112622
2 	 1.5375763 	 -0.48917147
3 	 1.893869 	  0.89701117
4 	 2.624317 	 -0.89256281
5 	 2.9878577 	 -0.63686208
6 	 3.6898049 	  0.42259154
7 	 4.2695899 	  0.98765955
8 	 4.7543658 	  0.61269575
9 	 5.0983168 	 -0.79070568
10 	 5.6730897 	 -0.95428914
11 	 6.4176072 	 -0.88636098
12 	 6.87704 	 -0.54626514
13 	 7.4674989 	 -0.40343717
14 	 7.8934438 	 -0.48214176
15 	 8.431222 	 -0.78163429
16 	 8.9536395 	  0.38809781
17 	 9.4820616 	  0.20850927
18 	 9.8580161 	 -0.7995232
19 	 10.433498 	  0.22503973
20 	 10.824827 	  0.57409179
21 	 11.48647 	  0.48037542
22 	 12.127084 	 -0.54586607
23 	 12.654869 	  0.82575249
24 	 12.92686 	 -0.87569452
25 	 13.413626 	  0.4085292
26 	 14.082994 	 -0.66256439
27 	 14.627915 	  0.21380471
28 	 15.125781 	  0.044033402
29 	 15.803368 	  0.78053838
30 	 16.33103 	 -0.13215757
31 	 17.133175 	 -0.28746383
32 	 17.735082 	  0.16768098
33 	 18.470179 	 -0.036253938
34 	 19.11925 	  0.72742417
35 	 19.758459 	  0.79506669
36 	 20.444649 	 -0.061130037
37 	 21.065171 	 -0.29610587
38 	 21.581706 	 -0.48377745
39 	 22.028738 	 -0.91699061
40 	 22.714681 	  0.73864933
41 	 23.271333 	  0.26375941
42 	 23.507232 	 -0.17222724
43 	 24.188844 	 -0.14142037
44 	 24.557609 	  0.14891773
45 	 24.711367 	 -0.81316246
46 	 25.226215 	 -0.084735349
47 	 25.904542 	 -0.34853318
48 	 26.288407 	 -0.26919348
49 	 26.79712 	  0.58538321
50 	 27.287564 	  0.052869202
51 	 28.013947 	  0.37358567
52 	 28.50428 	  0.79605345
53 	 29.067655 	  0.22987534
54 	 29.55081 	 -0.94094845
55 	 30.086103 	  0.73200192
56 	 30.726478 	  0.50108973
57 	 31.300667 	 -0.084875756
58 	 31.834763 	 -0.64398361
59 	 32.268853 	  0.28015685
60 	 32.568333 	  0.40889218
61 	 33.044418 	  0.56603522
62 	 33.40822 	  0.71957255
63 	 33.850504 	  0.57871191
64 	 34.421178 	 -0.15479992
65 	 35.246077 	  0.3413846
66 	 35.892705 	  0.56785337
67 	 36.327605 	  0.36008392
68 	 36.692472 	 -0.065895586
69 	 37.285418 	  0.29502004
70 	 37.712027 	  0.49697285
71 	 38.299413 	 -0.9431113
72 	 38.7652 	 -0.95419142
73 	 39.554514 	 -0.41615179
74 	 40.097138 	  0.42645997
75 	 40.294129 	  0.047178889
76 	 40.786372 	 -0.25473472
77 	 41.315139 	 -0.23480963
78 	 41.616706 	  0.2091766
79 	 42.124306 	  0.52762509
80 	 42.532994 	  0.58615284
81 	 43.101362 	 -0.49152153
82 	 43.791694 	  0.70124061
83 	 44.49276 	 -0.83350785
84 	 45.099606 	  0.10816118
85 	 45.685869 	  0.29877966
86 	 46.263756 	 -0.32141925
87 	 46.759812 	  0.28550267
88 	 47.048859 	 -0.014671156
89 	 47.509223 	 -0.59816312
90 	 47.889346 	 -0.81864603
91 	 48.135675 	  0.71489904
92 	 48.651197 	 -0.98655969
93 	 49.174463 	 -0.25277244
94 	 49.843068 	 -0.023265615
95 	 50.332568 	  0.49877645
96 	 51.013368 	  0.82152635
97 	 51.75985 	  0.12604709
98 	 52.577356 	 -0.54745105
99 	 53.145017 	 -0.84505865
100 	 53.705945 	 -0.26121797
101 	 54.244107 	 -0.98390394
102 	 54.957669 	  0.90708412
103 	 55.522691 	 -0.35543906
104 	 56.041665 	  0.091399977
105 	 56.626581 	 -0.73666327
106 	 57.17739 	 -0.65126821
107 	 57.497193 	 -0.12957788
108 	 57.922342 	  0.11314189
109 	 58.440214 	 -0.723469
110 	 58.960299 	  0.24597552
111 	 59.555697 	  0.62594895
112 	 60.070125 	 -0.8509908
113 	 60.685895 	  0.44504203
114 	 61.287975 	 -0.46131605
115 	 61.581854 	  0.95656594
116 	 62.180732 	  0.83009388
117 	 62.710681 	 -0.52597228
118 	 63.122494 	  0.85399626
119 	 63.661498 	  0.30197052
120 	 64.031987 	  0.18549773
121 	 64.267573 	  0.94400506
122 	 64.532159 	  0.54205306
123 	 65.084173 	 -0.15960697
124 	 65.226421 	  0.42010817
125 	 65.839921 	  0.62263516
126 	 66.093095 	 -0.078023666
127 	 66.746783 	  0.29970663
128 	 67.181681 	  0.92509497
129 	 67.693128 	 -0.50514041
130 	 68.567373 	 -0.77171951
131 	 69.105354 	  0.68309796
132 	 69.495682 	 -0.2718903
133 	 70.005675 	  0.23855781
134 	 70.628609 	 -0.56112248
135 	 70.880421 	  0.60221197
136 	 71.466116 	 -0.43114988
137 	 72.053149 	  0.082151089
138 	 72.669108 	 -0.68995846
139 	 72.948164 	 -0.097611578
140 	 73.464831 	 -0.54451816
141 	 73.784901 	 -0.036465349
142 	 74.287185 	 -0.48906802
143 	 74.737567 	  0.72452941
144 	 75.219218 	 -0.55109164
145 	 75.741247 	  0.43817677
146 	 75.955331 	 -0.49953289
147 	 76.243444 	  0.74214118
148 	 77.004495 	 -0.16430605
149 	 77.661484 	 -0.70588607
150 	 78.150425 	 -0.77281497
151 	 78.37417 	 -0.94055162
152 	 78.864532 	  0.69889468
153 	 79.431791 	  0.83656847
154 	 79.872944 	  0.40768795
155 	 80.638937 	 -0.51718952
156 	 81.136952 	 -0.49083896
157 	 81.65313 	 -0.40499039
158 	 82.323635 	 -0.97461345
159 	 82.945933 	 -0.59045354
160 	 83.498822 	  0.39416204
161 	 83.781692 	  0.96833097
162 	 84.272626 	 -0.71833764
163 	 84.669465 	 -0.48982602
164 	 85.305139 	  0.073839258
165 	 86.026182 	 -0.27805872
166 	 86.499287 	 -0.49596443
167 	 86.987857 	 -0.99658069
168 	 87.402411 	  0.80585906
169 	 87.807068 	  0.65050414
170 	 88.429802 	  0.27012303
171 	 88.907776 	  0.8073338
172 	 89.449108 	 -0.65549579
173 	 89.681145 	 -0.16849813
174 	 90.043809 	 -0.13534842
175 	 90.717413 	 -0.97728669
176 	 91.00102 	 -0.7515006
177 	 91.663916 	 -0.58588298
178 	 92.069802 	 -0.94812714
179 	 92.518293 	 -0.79890941
180 	 93.039142 	  0.25806804
181 	 93.381158 	  0.53474396
182 	 93.965976 	 -0.51245931
183 	 94.785725 	  0.24618251
184 	 95.407336 	  0.46657168
185 	 95.818353 	 -0.28375515
186 	 96.200703 	 -0.57677048
187 	 96.682219 	  0.67337825
188 	 97.258861 	  0.47954703
189 	 98.001682 	 -0.48263189
190 	 98.645699 	 -0.79072227
191 	 99.374232 	  0.13792355
192 	 99.670877 	 -0.40653621
193 	 100.18151 	 -0.43820996
194 	 100.79504 	 -0.48834486
195 	 101.06037 	  0.52365303
196 	 101.82099 	  0.68027901
197 	 102.33302 	 -0.17297061
198 	 102.82482 	  0.35326947
199 	 103.61301 	 -0.68696266
200 	 104.32883 	 -0.29002489
201 	 104.87303 	  0.32050393
202 	 105.37248 	 -0.70817681
203 	 105.80739 	 -0.92918933
204 	 106.12583 	  0.45676514
205 	 106.51853 	  0.52360799
206 	 106.97293 	  0.49114946
207 	 107.4853 	 -0.39999765
208 	 108.12533 	 -0.59679059
209 	 108.67212 	  0.26895916
210 	 109.43022 	  0.32525766
211 	 110.04877 	  0.036322289
212 	 110.51943 	  0.33120291
213 	 110.65673 	  0.038907896
214 	 111.39154 	  0.55929323
215 	 112.04706 	  0.3315857
216 	 112.6555 	 -0.85954507
217 	 113.03231 	 -0.85528691
218 	 113.67685 	  0.45820916
219 	 114.03599 	 -0.0016338773
220 	 114.35975 	  0.70148214
221 	 114.92811 	 -0.79741361
222 	 115.45172 	  0.32661288
223 	 115.97188 	  0.011809803
224 	 116.17303 	  0.48713787
225 	 116.49637 	 -0.38252149
226 	 116.86512 	  0.50126634
227 	 117.35372 	 -0.32014324
228 	 117.8618 	 -0.018695498
229 	 118.15232 	 -0.81850931
230 	 118.73554 	  0.072822817
231 	 119.40399 	 -0.24373416
232 	 119.9252 	  0.26881682
233 	 120.36953 	  0.81882283
234 	 120.8532 	  0.70798233
235 	 121.36986 	  0.26615315
236 	 121.99109 	 -0.66773179
237 	 122.418 	  0.22107335
238 	 123.1305 	  0.35997258
239 	 123.62035 	 -0.93363061
240 	 124.47805 	 -0.60989534
241 	 124.98288 	  0.26263594
242 	 125.48495 	 -0.60452571
243 	 126.01946 	 -0.96745749
244 	 126.65252 	 -0.33344552
245 	 127.34755 	 -0.91490903
246 	 127.86082 	  0.93822275
247 	 128.47423 	 -0.46014872
248 	 128.98554 	 -0.63366457
249 	 129.4907 	 -0.97008392
250 	 130.12113 	 -0.45889715
251 	 130.82785 	 -0.071950416
252 	 131.18191 	  0.98203793
253 	 131.92405 	 -0.059140552
254 	 132.38673 	  0.28759324
255 	 132.96006 	 -0.13494704
256 	 133.32861 	  0.30059018
257 	 133.91455 	 -0.82007772
258 	 134.41843 	  0.94231663
259 	 134.74623 	 -0.57515156
260 	 135.24643 	  0.0077353161
261 	 135.6884 	 -0.70118458
262 	 136.20354 	  0.9451523
263 	 136.90941 	 -0.52640877
264 	 137.57163 	 -0.62077381
265 	 138.04671 	  0.92116471
266 	 138.37143 	 -0.89604526
267 	 138.60217 	  0.13462774
268 	 139.24758 	 -0.15442952
269 	 139.94975 	  0.50522662
270 	 140.49451 	 -0.40320859
271 	 141.06308 	 -0.4789878
272 	 141.49937 	 -0.42519441
273 	 141.98272 	  0.18375847
274 	 142.59659 	 -0.86958071
275 	 143.19343 	 -0.13545999
276 	 143.69363 	 -0.47238827
277 	 144.38042 	  0.9249606
278 	 144.98956 	  0.10283287
279 	 145.88139 	  0.17342873
280 	 146.52991 	  0.7643218
281 	 147.152 	 -0.25539922
282 	 147.89106 	 -0.98485504
283 	 148.40979 	 -0.52378453
284 	 148.96499 	 -0.65796447
285 	 149.25159 	  0.72807079
286 	 149.81755 	 -0.3772745
287 	 150.29802 	  0.16885652
288 	 150.7634 	  0.36248363
289 	 151.60865 	 -0.21009842
290 	 151.81295 	 -0.27900016
291 	 152.42369 	 -0.9570064
292 	 152.83178 	 -0.20000115
293 	 153.65055 	  0.18681152
294 	 154.0597 	  0.6144393
295 	 154.5423 	 -0.29648444
296 	 155.20953 	  0.072232899
297 	 155.71581 	 -0.76179352
298 	 156.16973 	  0.77928874
299 	 156.49151 	 -0.52880289
300 	 156.9072 	 -0.15745594
301 	 157.31079 	  0.36996556
302 	 157.89419 	  0.78487281
303 	 158.53911 	 -0.54440184
304 	 159.18093 	  0.53355276
305 	 159.62477 	 -0.47273327
306 	 160.21348 	 -0.56590371
307 	 160.92343 	 -0.030304859
308 	 161.29969 	 -0.24340841
309 	 161.79514 	  0.87651055
310 	 162.4366 	 -0.59372562
311 	 163.16184 	  0.57621433
312 	 163.58872 	  0.80198153
313 	 164.37562 	  0.44713949
314 	 164.86067 	 -0.49568894
315 	 165.1212 	  0.57913885
316 	 165.68734 	 -0.149382
317 	 165.98852 	 -0.022723406
318 	 166.32804 	 -0.48304473
319 	 166.80855 	  0.23035144
320 	 167.36227 	 -0.12338435
321 	 167.80829 	 -0.54882555
322 	 168.1642 	  0.78582399
323 	 168.59926 	 -0.88129819
324 	 169.17187 	 -0.73429268
325 	 169.40646 	  0.71665354
326 	 170.16 	  0.94042815
327 	 170.69897 	 -0.99883003
328 	 171.09535 	 -0.44358686
329 	 171.75659 	  0.79463347
330 	 172.58944 	  0.2484876
331 	 173.44076 	  0.82733948
332 	 173.99247 	 -0.65845783
333 	 174.37938 	  0.753383
334 	 174.88566 	  0.67747678
335 	 175.33988 	 -0.18520496
336 	 175.82365 	  0.22004013
337 	 176.35155 	 -0.30663004
338 	 176.8708 	 -0.26099003
339 	 177.41919 	  0.44857803
340 	 177.82824 	 -0.025308037
341 	 178.31464 	  0.23755522
342 	 178.83855 	 -0.53449284
343 	 179.28796 	  0.85345958
344 	 180.0179 	  0.079571262
345 	 180.74687 	 -0.22899533
346 	 181.38128 	  0.56259884
347 	 181.90299 	 -0.33905826
348 	 182.45993 	  0.45028614
349 	 182.76848 	 -0.94136894
350 	 183.21262 	 -0.85075571
351 	 183.77632 	  0.4822027
352 	 184.04616 	  0.68094508
353 	 184.65356 	 -0.71643878
354 	 184.99324 	  0.93779169
355 	 185.45938 	  0.83226005
356 	 185.9687 	  0.8097599
357 	 186.77888 	 -0.1068747
358 	 187.03291 	 -0.51402012
359 	 187.66696 	 -0.99785814
360 	 188.26194 	 -0.84119611
361 	 188.62111 	  0.97414069
362 	 189.25304 	 -0.43436528
363 	 189.66446 	  0.32061301
364 	 190.13466 	  0.10308474
365 	 190.81766 	 -0.072893948
366 	 191.36235 	  0.30649437
367 	 191.94884 	  0.50532196
368 	 192.66426 	 -0.21457806
369 	 193.21726 	  0.014781738
370 	 193.95314 	  0.60926059
371 	 194.41969 	 -0.60211418
372 	 194.87859 	  0.75755011
373 	 195.2689 	 -0.47900192
374 	 195.78175 	 -0.17473101
375 	 196.31809 	  0.68522118
376 	 196.59395 	 -0.76637712
377 	 197.02058 	 -0.11426664
378 	 197.56052 	 -0.68673207
