PROBLEM_NAME: RAP-NC-L_0603.txt
PROBLEM_TYPE: UB
NB_RESOURCES: 1000
LINEAR_TERM: -311.586
BOUNDS SECTION: INDEX 	 UB 	 LINEAR_TERM
0 	 0.4632632 	 -0.62096208
1 	 0.93597291 	 -0.086310126
2 	 1.5486502 	 -0.39618144
3 	 1.9600011 	 -0.13539368
4 	 2.3306973 	 -0.94668372
5 	 2.7886803 	  0.84346118
6 	 3.4828651 	  0.087785437
7 	 3.8979797 	 -0.095891007
8 	 4.4674021 	  0.58036672
9 	 5.0814525 	 -0.10896274
10 	 5.623396 	  0.63625604
11 	 6.1775491 	  0.21683842
12 	 6.708425 	 -0.53828442
13 	 7.3572241 	  0.63922773
14 	 7.8674764 	 -0.27426791
15 	 8.5438111 	  0.60294298
16 	 9.026062 	 -0.65579766
17 	 9.6084139 	 -0.78387151
18 	 10.154398 	 -0.88273481
19 	 10.706594 	 -0.28928239
20 	 11.179869 	  0.59428539
21 	 11.635657 	  0.43257313
22 	 12.282917 	 -0.59039344
23 	 12.882847 	 -0.35804675
24 	 13.198523 	  0.017939282
25 	 13.74279 	 -0.42484706
26 	 14.185446 	 -0.2749715
27 	 14.649376 	  0.060803958
28 	 15.176167 	 -0.69359151
29 	 15.379375 	  0.30873417
30 	 16.053762 	  0.24502532
31 	 16.546838 	 -0.089463304
32 	 16.752873 	  0.83861689
33 	 17.221585 	  0.32957009
34 	 17.641173 	  0.27932775
35 	 18.266425 	 -0.73055577
36 	 18.558873 	  0.78201273
37 	 18.943014 	 -0.77679541
38 	 19.257357 	  0.82356871
39 	 19.838412 	 -0.50375763
40 	 20.340234 	  0.45084319
41 	 21.022013 	 -0.57998488
42 	 21.7804 	 -0.56007104
43 	 22.29152 	 -0.85803704
44 	 23.062505 	  0.079002473
45 	 23.688844 	  0.041214194
46 	 24.149256 	 -0.91432355
47 	 24.717092 	 -0.43553624
48 	 25.048922 	  0.43806911
49 	 25.729597 	  0.75517588
50 	 26.25054 	  0.36475195
51 	 26.639722 	 -0.30712483
52 	 27.248548 	 -0.27992254
53 	 27.562242 	 -0.83283793
54 	 27.955161 	  0.63097569
55 	 28.801446 	  0.0099592576
56 	 29.332429 	 -0.67485177
57 	 29.857978 	  0.37248128
58 	 30.334668 	 -0.64254772
59 	 30.588762 	  0.24368943
60 	 31.183756 	 -0.78260317
61 	 31.718483 	 -0.22107218
62 	 32.330568 	  0.85852309
63 	 32.723793 	 -0.75540383
64 	 33.275208 	 -0.59091039
65 	 34.043247 	  0.60834636
66 	 34.465338 	  0.73686947
67 	 35.103278 	  0.77849677
68 	 35.823497 	 -0.053645749
69 	 36.483232 	 -0.66559235
70 	 37.024741 	  0.93648574
71 	 37.428892 	  0.80883248
72 	 38.172061 	 -0.43308881
73 	 38.517802 	  0.2682764
74 	 39.004778 	  0.59763446
75 	 39.281025 	  0.12664093
76 	 40.098456 	  0.83960163
77 	 40.709869 	 -0.45366078
78 	 41.359361 	 -0.27396601
79 	 41.808265 	 -0.010372454
80 	 42.363817 	  0.17840786
81 	 43.066773 	 -0.851038
82 	 43.449983 	  0.15181687
83 	 43.816847 	 -0.73621788
84 	 44.274246 	 -0.43221543
85 	 45.020581 	  0.90522004
86 	 45.344007 	 -0.027960922
87 	 45.82324 	 -0.11742399
88 	 46.125063 	  0.81268704
89 	 46.517991 	 -0.53208791
90 	 47.098762 	 -0.31261983
91 	 47.66393 	  0.13588497
92 	 48.294354 	 -0.072142531
93 	 48.81268 	  0.49054281
94 	 49.361823 	 -0.21379674
95 	 50.177807 	 -0.19629859
96 	 50.75176 	 -0.34413378
97 	 51.312757 	 -0.3372532
98 	 51.571718 	  0.17719297
99 	 51.921939 	 -0.3547054
100 	 52.334373 	 -0.1453254
101 	 52.651937 	  0.64291901
102 	 53.411451 	 -0.88061085
103 	 54.070484 	 -0.60418564
104 	 54.706596 	  0.67939671
105 	 55.200572 	  0.52832
106 	 55.675264 	  0.54345694
107 	 56.267951 	  0.37065381
108 	 56.481292 	 -0.28312761
109 	 57.219609 	  0.73173945
110 	 57.710816 	 -0.57940696
111 	 58.240945 	  0.67420697
112 	 58.636865 	  0.18757009
113 	 59.203898 	  0.68381089
114 	 59.748879 	 -0.62584758
115 	 60.459347 	 -0.41534109
116 	 61.025696 	  0.081079709
117 	 61.428428 	  0.38860391
118 	 61.958087 	 -0.36949175
119 	 62.467472 	  0.010661916
120 	 62.622716 	  0.091622596
121 	 63.191856 	  0.48188706
122 	 63.462931 	 -0.61648349
123 	 63.895069 	  0.29357008
124 	 64.406121 	  0.26411935
125 	 64.83121 	 -0.10797829
126 	 65.17201 	  0.34297912
127 	 65.55137 	  0.77891367
128 	 66.241953 	  0.14517773
129 	 66.736098 	  0.49816034
130 	 67.130893 	 -0.61848446
131 	 67.56527 	 -0.34431079
132 	 68.329264 	 -0.70465352
133 	 69.034563 	  0.53351287
134 	 69.45601 	 -0.34630924
135 	 70.020082 	 -0.2632284
136 	 70.665136 	 -0.18783691
137 	 71.179478 	  0.14585455
138 	 71.754493 	 -0.55986975
139 	 71.944874 	  0.24363454
140 	 72.596534 	 -0.25116489
141 	 72.886915 	  0.57944242
142 	 73.258474 	  0.74302499
143 	 74.057147 	  0.70393392
144 	 74.543048 	 -0.0041835561
145 	 75.033186 	  0.72800033
146 	 75.423562 	  0.24011131
147 	 75.958372 	  0.13073575
148 	 76.377452 	  0.21919574
149 	 76.898732 	 -0.44893471
150 	 77.322941 	  0.93316791
151 	 78.060705 	 -0.031490961
152 	 78.547366 	  0.30859369
153 	 78.88974 	 -0.16315452
154 	 79.540455 	  0.94147004
155 	 80.009445 	  0.70528606
156 	 80.567161 	 -0.11887817
157 	 81.279195 	  0.85946459
158 	 81.772017 	 -0.06428372
159 	 82.075676 	 -0.96745008
160 	 82.496353 	  0.54382448
161 	 83.024452 	  0.1073895
162 	 83.734193 	  0.93396309
163 	 84.454286 	  0.066846138
164 	 84.884613 	  0.29858635
165 	 85.63359 	 -0.24883708
166 	 86.178657 	  0.28614625
167 	 86.757612 	 -0.13432253
168 	 87.273223 	  0.7335861
169 	 87.811327 	 -0.39964525
170 	 88.415664 	  0.78687967
171 	 88.931221 	 -0.15911431
172 	 89.481831 	  0.85327667
173 	 90.366312 	 -0.13988084
174 	 90.794107 	 -0.34838662
175 	 91.195988 	  0.20405649
176 	 91.774719 	 -0.013303144
177 	 92.390273 	  0.96032097
178 	 92.678317 	 -0.89470438
179 	 93.179207 	 -0.68729976
180 	 93.577397 	  0.5831283
181 	 93.928011 	  0.098551599
182 	 94.319037 	 -0.3393951
183 	 95.027048 	 -0.44674257
