PROBLEM_NAME: RAP-NC-L_0501.txt
PROBLEM_TYPE: UB
NB_RESOURCES: 500
LINEAR_TERM: 87.9395
BOUNDS SECTION: INDEX 	 UB 	 LINEAR_TERM
0 	 0.52076209 	  0.35910368
1 	 1.3307054 	  0.69676992
2 	 1.6435521 	  0.33932837
3 	 1.999977 	  0.8104188
4 	 2.6206719 	 -0.08923385
5 	 3.1753657 	 -0.44816123
6 	 3.7625172 	 -0.34793277
7 	 4.4035376 	  0.95842239
8 	 4.8389725 	  0.084714042
9 	 5.5634988 	  0.21068027
10 	 6.1187154 	 -0.66631064
11 	 6.2492403 	 -0.4469681
12 	 6.6788863 	  0.9957661
13 	 7.0769758 	 -0.39194956
14 	 7.5188811 	  0.72583974
15 	 7.8383565 	 -0.67073658
16 	 8.4440701 	 -0.18990638
17 	 8.6914257 	  0.34947027
18 	 9.1542564 	 -0.13164454
19 	 9.5406293 	 -0.18651339
20 	 9.7969028 	  0.59298259
21 	 10.384386 	  0.77269725
22 	 10.804377 	 -0.81658484
23 	 11.300013 	 -0.23174118
24 	 11.812445 	 -0.87814611
25 	 12.392241 	  0.4980709
26 	 12.965314 	  0.92553243
27 	 13.303175 	 -0.0080321491
28 	 13.792464 	 -0.63257632
29 	 14.313454 	  0.34219462
30 	 14.805255 	  0.40200768
31 	 15.271714 	 -0.67464792
32 	 15.816913 	  0.96249294
33 	 16.246098 	  0.10496797
34 	 16.844685 	  0.058483774
35 	 17.32355 	 -0.62648337
36 	 17.521598 	  0.80690826
37 	 18.357558 	  0.43010679
38 	 18.832174 	  0.11416457
39 	 19.338903 	 -0.89911417
40 	 19.834763 	 -0.92023374
41 	 20.279454 	 -0.77527313
42 	 20.904662 	 -0.12339767
43 	 21.413237 	  0.34326249
44 	 21.715211 	 -0.61013562
45 	 22.066892 	  0.4941491
46 	 22.916572 	  0.47419182
47 	 23.452139 	  0.84751422
48 	 23.75892 	  0.9238125
49 	 24.349019 	  0.19658149
50 	 25.010045 	  0.52595559
51 	 25.605004 	  0.78507313
52 	 26.265803 	 -0.044003777
53 	 26.76925 	  0.84156095
54 	 27.295033 	 -0.45981164
55 	 27.664513 	 -0.37683943
56 	 28.169343 	 -0.087780197
57 	 28.742635 	 -0.11248809
58 	 29.255251 	  0.42408566
59 	 29.685222 	  0.83909482
60 	 30.280085 	  0.65398056
61 	 30.463393 	  0.73249471
62 	 31.111283 	  0.18604064
63 	 31.573226 	  0.38402276
64 	 32.067996 	 -0.056163067
65 	 32.683226 	 -0.51976659
66 	 32.882585 	  0.33054419
67 	 33.571164 	 -0.43182311
68 	 33.992322 	 -0.53013952
69 	 34.638468 	 -0.16385036
70 	 35.246796 	 -0.11523293
71 	 35.800309 	  0.036623299
72 	 36.222462 	 -0.33596043
73 	 36.575572 	 -0.5399168
74 	 36.898986 	  0.79083438
75 	 37.425746 	 -0.99043287
76 	 38.120203 	  0.56348224
77 	 38.739528 	 -0.16467647
78 	 39.373077 	 -0.94556288
79 	 39.893733 	  0.17837637
80 	 40.670169 	 -0.76978823
81 	 41.229222 	 -0.40070574
82 	 41.683932 	 -0.72783174
83 	 42.088583 	  0.67727228
84 	 42.644696 	  0.97750235
85 	 43.261497 	 -0.66999075
86 	 44.064487 	  0.75792193
87 	 44.655938 	  0.73683589
88 	 45.452878 	  0.34837662
89 	 45.979523 	  0.20617005
90 	 46.524584 	  0.66961379
91 	 47.040649 	 -0.9418538
92 	 47.68103 	 -0.03229014
93 	 48.361718 	 -0.41888547
94 	 48.811233 	  0.28245262
95 	 49.469436 	 -0.51706562
96 	 50.069675 	 -0.047886653
97 	 50.459462 	 -0.36329699
98 	 50.960673 	 -0.44558056
99 	 51.250226 	 -0.041918856
100 	 51.800303 	 -0.66379859
101 	 52.237391 	 -0.91983184
102 	 52.574912 	  0.29588538
103 	 53.333717 	  0.077237338
104 	 53.954427 	  0.88780002
105 	 54.505627 	  0.77738481
106 	 54.873777 	 -0.88149413
107 	 55.477782 	 -0.23732715
108 	 55.933982 	 -0.66013256
109 	 56.658268 	 -0.23650103
110 	 57.235862 	  0.75048849
111 	 57.799771 	 -0.74551654
112 	 58.140663 	 -0.9806262
113 	 58.504329 	  0.75828648
114 	 59.013015 	  0.060479821
115 	 59.458968 	 -0.85968591
116 	 60.103575 	  0.30014996
117 	 60.531693 	  0.37454692
118 	 61.053025 	  0.85165328
119 	 61.384834 	 -0.98414909
120 	 61.994533 	 -0.60595991
121 	 62.563897 	  0.54768204
122 	 63.090143 	 -0.63383332
123 	 63.636354 	  0.15262158
124 	 64.075583 	  0.91758071
125 	 64.739545 	 -0.76128435
126 	 65.410776 	  0.98636512
127 	 65.964557 	 -0.13139228
128 	 66.412722 	 -0.69494997
129 	 66.769221 	  0.83750545
130 	 67.228028 	 -0.85810029
131 	 67.678053 	  0.61114752
132 	 68.002246 	 -0.34574276
133 	 68.585661 	 -0.68300898
134 	 69.428277 	  0.45707307
135 	 69.858913 	  0.89875687
136 	 70.223 	 -0.7017128
137 	 70.836597 	  0.33697062
138 	 71.448038 	 -0.13896723
139 	 71.83116 	  0.80987165
140 	 72.306867 	  0.96742734
141 	 72.796991 	  0.76581149
142 	 73.399859 	 -0.019022137
143 	 73.99604 	 -0.35526646
144 	 74.515137 	 -0.39179424
145 	 75.018048 	  0.95384497
146 	 75.466673 	  0.33325546
147 	 75.965574 	  0.64035609
148 	 76.212177 	  0.078317948
149 	 76.929805 	 -0.28659339
150 	 77.310453 	  0.068217338
151 	 77.651616 	 -0.2668956
152 	 78.239204 	 -0.37624073
153 	 78.796936 	 -0.50139242
154 	 79.254006 	 -0.066200032
155 	 79.943004 	 -0.053877952
156 	 80.321804 	  0.0085116357
157 	 80.971245 	  0.6727175
158 	 81.628285 	  0.61282325
159 	 82.403552 	 -0.91281691
160 	 82.840516 	  0.86267506
161 	 83.523289 	  0.25641464
162 	 84.063363 	  0.47482559
163 	 84.481359 	  0.014291929
164 	 84.970819 	  0.14998322
165 	 85.415051 	 -0.94796924
166 	 86.167303 	 -0.02120273
167 	 86.87652 	 -0.98839018
168 	 87.68824 	  0.62497269
169 	 88.189131 	  0.92024083
170 	 88.925542 	 -0.90887658
171 	 89.048281 	  0.13878056
172 	 89.603442 	  0.47363059
173 	 89.845724 	  0.98023399
174 	 90.171169 	 -0.78448245
175 	 90.874725 	 -0.12739365
176 	 91.383687 	 -0.94340985
177 	 92.183198 	 -0.88512277
178 	 92.408383 	 -0.60783136
179 	 92.850393 	  0.39560765
180 	 93.101463 	 -0.88385055
181 	 93.346202 	 -0.036232265
182 	 93.944424 	 -0.78226584
183 	 94.444778 	 -0.78216013
184 	 95.087142 	 -0.71556575
185 	 95.582433 	 -0.24988565
186 	 96.431678 	 -0.90442651
187 	 96.796165 	  0.52627765
188 	 97.613245 	  0.53401122
189 	 98.417154 	 -0.26916216
190 	 98.65649 	  0.99127466
191 	 99.208413 	  0.75386483
192 	 99.523036 	 -0.91580974
193 	 100.03356 	 -0.54559688
194 	 100.65325 	 -0.40699145
195 	 101.00661 	 -0.045766895
196 	 101.47768 	  0.082969728
197 	 101.97349 	 -0.31815163
198 	 102.43721 	  0.087658035
199 	 103.03357 	  0.45629442
200 	 103.63325 	  0.38935356
201 	 103.86832 	 -0.47907702
202 	 104.37233 	  0.85622649
