PROBLEM_NAME: RAP-NC-L_0406.txt
PROBLEM_TYPE: UB
NB_RESOURCES: 200
LINEAR_TERM: -27.0988
BOUNDS SECTION: INDEX 	 UB 	 LINEAR_TERM
0 	 0.60132852 	 -0.27278852
1 	 1.1377198 	  0.81392474
2 	 1.6038211 	 -0.31473574
3 	 2.2596973 	  0.55031541
4 	 2.7772049 	 -0.55231144
5 	 3.4492089 	 -0.56736018
6 	 3.9924307 	  0.35153193
7 	 4.7232957 	 -0.40854938
8 	 5.1783687 	  0.37984661
9 	 5.8390012 	 -0.32654354
10 	 6.3278395 	  0.15294648
11 	 6.806854 	  0.19299283
12 	 7.5002126 	  0.71164183
13 	 7.8977646 	 -0.91019335
14 	 8.4060987 	 -0.04299048
15 	 8.8852348 	  0.45263555
16 	 9.2825777 	  0.053395844
17 	 9.7790375 	  0.31914593
18 	 10.361785 	  0.49921717
19 	 10.699799 	  0.34029509
20 	 11.320223 	 -0.17821501
21 	 11.567591 	  0.080511807
22 	 12.039966 	 -0.027088661
23 	 12.70126 	 -0.33871796
24 	 13.498876 	  0.16904517
25 	 14.130766 	  0.539637
26 	 14.627769 	 -0.85933127
27 	 15.044896 	 -0.22413927
28 	 15.356387 	 -0.24125974
29 	 15.870738 	 -0.46485236
30 	 16.399833 	  0.42422616
31 	 17.030692 	  0.87331076
32 	 17.720995 	 -0.86262935
33 	 18.53406 	 -0.065502681
34 	 18.782308 	 -0.39106447
35 	 19.25174 	 -0.32807461
36 	 19.752408 	  0.48124224
37 	 20.356861 	 -0.65017294
38 	 20.843156 	  0.0042455071
39 	 21.328321 	 -0.4174485
40 	 22.064622 	 -0.61426102
41 	 22.530507 	 -0.29000336
42 	 23.129214 	  0.60829032
43 	 23.591366 	 -0.19237851
44 	 24.059921 	  0.038954312
45 	 24.55892 	 -0.74787786
46 	 25.21872 	  0.12125965
47 	 26.055064 	 -0.95750623
48 	 26.697762 	 -0.35076169
49 	 27.115766 	 -0.12454351
50 	 27.469899 	 -0.62723189
51 	 27.981646 	 -0.45784404
52 	 28.40265 	  0.46964612
53 	 29.008816 	 -0.085929255
54 	 29.341881 	  0.56286485
55 	 29.977025 	  0.23955215
56 	 30.554509 	  0.67300099
57 	 31.333052 	  0.51989315
58 	 32.108011 	  0.5816432
59 	 32.467137 	 -0.80373895
60 	 32.982774 	  0.60327719
61 	 33.339131 	  0.72725113
62 	 33.836479 	 -0.39118435
63 	 34.113112 	  0.28799341
64 	 34.542342 	 -0.71513243
65 	 35.016233 	 -0.080918249
66 	 35.396358 	  0.86231558
67 	 36.128569 	  0.51853728
68 	 36.631994 	 -0.96049947
69 	 37.060746 	 -0.043090833
70 	 37.750219 	 -0.68781395
71 	 38.232603 	  0.22400952
72 	 38.689415 	 -0.55254627
73 	 39.272771 	  0.20712504
74 	 39.897639 	  0.12573615
75 	 40.501964 	 -0.0080140924
76 	 41.01025 	  0.43394912
