PROBLEM_NAME: RAP-NC-L_0803.txt
PROBLEM_TYPE: UB
NB_RESOURCES: 5000
LINEAR_TERM: 637.967
BOUNDS SECTION: INDEX 	 UB 	 LINEAR_TERM
0 	 0.78598433 	  0.25524024
1 	 1.6014358 	 -0.69063318
2 	 2.1382734 	  0.29870746
3 	 2.655345 	  0.88718737
4 	 3.0036379 	 -0.67064444
5 	 3.4632758 	  0.017861491
6 	 3.9310786 	 -0.9091739
7 	 4.2877445 	  0.61992859
8 	 4.8311631 	 -0.22409642
9 	 5.6338043 	 -0.25104683
10 	 6.0837753 	  0.69263044
11 	 6.6427598 	  0.13108473
12 	 7.2585694 	 -0.0711664
13 	 7.6799655 	 -0.72585279
14 	 8.0464502 	  0.47829926
15 	 8.5229127 	 -0.2202269
16 	 8.8328544 	  0.10465093
17 	 9.3328444 	  0.46892163
18 	 10.056896 	 -0.37447707
19 	 10.288902 	 -0.31860003
20 	 10.808033 	  0.28239653
21 	 11.239282 	 -0.69264847
22 	 11.699321 	 -0.65139393
23 	 12.067458 	 -0.45190503
24 	 12.577024 	  0.60091107
25 	 13.152029 	  0.088452888
26 	 13.803698 	  0.94890626
27 	 14.180704 	  0.78869597
28 	 14.605755 	 -0.017054575
29 	 15.10726 	 -0.11137758
30 	 15.601643 	 -0.49070814
31 	 16.341589 	  0.486865
32 	 16.891103 	  0.92077387
33 	 17.514918 	  0.10646868
34 	 18.189903 	  0.42933563
35 	 18.91356 	 -0.42183954
36 	 19.617751 	 -0.66394114
37 	 20.113628 	  0.30488881
38 	 20.653756 	  0.84087734
39 	 21.05129 	 -0.71822563
40 	 21.589313 	 -0.62919725
41 	 22.141344 	 -0.075772874
42 	 22.489315 	  0.56933084
43 	 23.165399 	  0.79138227
44 	 23.494364 	 -0.60639869
45 	 24.084061 	 -0.89182041
46 	 24.86734 	 -0.30242993
47 	 25.444532 	  0.025101696
48 	 25.933714 	 -0.55209932
49 	 26.56228 	 -0.75060394
50 	 27.099423 	 -0.2270117
51 	 27.642588 	  0.99985642
52 	 28.16316 	 -0.58221209
53 	 28.778038 	  0.93292115
54 	 29.141022 	  0.66641375
55 	 29.793548 	 -0.98620221
56 	 30.297689 	 -0.042968558
57 	 30.846647 	  0.94180948
58 	 31.45043 	 -0.6379586
59 	 31.862288 	 -0.63865172
60 	 32.369766 	  0.00222494
61 	 32.901448 	  0.58098735
62 	 33.295292 	 -0.21036981
63 	 33.719787 	 -0.54950802
64 	 33.981208 	  0.99082977
65 	 34.371914 	  0.18014989
66 	 34.909168 	  0.070571892
67 	 35.136701 	 -0.9015704
68 	 35.64647 	 -0.54092923
69 	 35.948747 	 -0.74432378
70 	 36.414248 	  0.426447
71 	 36.803319 	 -0.27463079
72 	 37.570615 	 -0.18779409
73 	 38.053728 	 -0.99541679
74 	 38.850011 	  0.57168948
75 	 39.406925 	  0.87184902
76 	 39.919929 	  0.99918945
77 	 40.376177 	 -0.49420551
78 	 40.639661 	  0.4396905
79 	 41.310861 	  0.86976321
80 	 41.814038 	  0.29077006
81 	 41.996796 	 -0.5200575
82 	 42.815387 	 -0.66943366
83 	 43.134668 	 -0.86838247
84 	 43.595752 	 -0.88345214
85 	 44.2424 	  0.50033772
86 	 44.414208 	 -0.70363787
87 	 44.986141 	 -0.4470901
88 	 45.263465 	 -0.56366069
89 	 45.63163 	  0.37255946
90 	 46.211378 	 -0.091782454
91 	 46.656976 	 -0.14586058
92 	 46.9866 	 -0.7800414
93 	 47.42271 	 -0.7639202
