PROBLEM_NAME: RAP-NC-L_1102.txt
PROBLEM_TYPE: UB
NB_RESOURCES: 50000
LINEAR_TERM: -378.505
BOUNDS SECTION: INDEX 	 UB 	 LINEAR_TERM
0 	 0.50136676 	 -0.015139034
1 	 1.0638508 	 -0.93924037
2 	 1.5349745 	  0.56155636
3 	 2.2233364 	  0.52412772
4 	 2.9135908 	 -0.80193753
5 	 3.6943103 	 -0.88415204
6 	 4.350441 	  0.97701121
7 	 4.7978078 	 -0.4591874
8 	 5.0577042 	  0.29270784
9 	 5.7078608 	 -0.89015925
10 	 5.9077768 	  0.15769105
11 	 6.3979422 	 -0.083213214
12 	 6.9033218 	  0.37921504
13 	 7.5608434 	 -0.27276964
14 	 8.1867247 	 -0.43075296
15 	 8.7251295 	  0.94325817
16 	 9.3920373 	  0.78002609
17 	 10.13506 	  0.27164657
18 	 10.742589 	  0.60055752
19 	 11.253676 	 -0.24935885
20 	 11.689632 	 -0.18245462
21 	 12.052533 	 -0.16881712
22 	 12.405725 	 -0.75216302
23 	 12.843906 	  0.41337724
24 	 13.299022 	  0.4781727
25 	 13.554147 	  0.81849012
26 	 14.08209 	  0.45054355
27 	 14.538028 	  0.42389991
28 	 15.11154 	 -0.83238423
29 	 15.636041 	 -0.76289266
30 	 16.22438 	 -0.5592532
31 	 16.717205 	  0.12862805
32 	 17.210977 	 -0.55189843
33 	 17.932582 	 -0.60619756
34 	 18.178103 	 -0.54223047
35 	 18.403618 	 -0.23328778
36 	 18.744911 	 -0.46820732
37 	 19.186574 	 -0.31402663
38 	 19.586861 	  0.49959269
39 	 20.100162 	 -0.13137844
40 	 20.73721 	 -0.7205171
41 	 21.341327 	  0.75893287
42 	 21.855011 	  0.046128463
43 	 22.303165 	  0.075669552
44 	 22.827978 	 -0.63860094
45 	 23.328551 	 -0.22359637
46 	 23.864321 	 -0.31183598
47 	 24.418475 	 -0.78731042
48 	 25.058144 	  0.72721838
49 	 25.687841 	 -0.19107925
50 	 26.204515 	  0.54500323
51 	 26.461806 	  0.14844177
52 	 27.243288 	  0.80984741
53 	 27.989844 	  0.5694252
54 	 28.611523 	  0.92080865
55 	 28.891 	 -0.9387204
56 	 29.141254 	 -0.58181537
57 	 29.628285 	 -0.46351464
58 	 30.135409 	 -0.058783377
59 	 30.859778 	  0.40109303
60 	 31.372662 	 -0.13911586
61 	 31.754427 	 -0.74616691
62 	 32.190898 	 -0.50185934
63 	 32.911242 	  0.94311324
64 	 33.106467 	 -0.75524709
65 	 33.552297 	 -0.23212704
66 	 34.175575 	  0.5513271
67 	 34.4663 	 -0.45722192
68 	 35.225649 	  0.2900784
69 	 35.939872 	  0.28612583
70 	 36.45222 	  0.76024403
71 	 36.974106 	 -0.82142056
72 	 37.641035 	  0.04668573
73 	 38.177172 	  0.014787377
74 	 38.520636 	  0.15322599
75 	 39.282593 	 -0.77725043
76 	 39.582363 	 -0.28713458
77 	 40.133723 	 -0.19390373
78 	 40.586087 	  0.60053277
79 	 41.079088 	  0.21433933
80 	 41.384155 	  0.20350457
81 	 41.904632 	 -0.65402229
82 	 42.380356 	 -0.18496128
83 	 42.575013 	 -0.052795674
84 	 43.086366 	  0.74190855
85 	 43.756379 	  0.95349924
86 	 44.157681 	 -0.14497428
87 	 44.813356 	 -0.27206533
88 	 45.562612 	  0.11383246
89 	 46.240699 	  0.65765168
